Bacterial_associate_taxa,Found_in_16S-CC,Found_in_BSS,Found_in_previous_work,Fungal_host_taxa,Link,Source,Bacterial_associate_taxa_taxid,Fungal_host_taxa_taxid,Bacterial_phylum,Fungal_phylum,bact_id,fung_id,bact_phylum_id,fung_phylum_id
Actinomycetospora,No,Yes,No,Lobaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,402649,63752,Actinobacteria,Ascomycota,132,838,109,1050
Actinospica,No,Yes,No,Ganoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,414715,5314,Actinobacteria,Basidiomycota,594,754,109,1052
Afipia,No,Yes,No,Leucogyrophana,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1033,85978,Proteobacteria,Basidiomycota,137,839,1025,1052
Afipia,No,Yes,No,Neurospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1033,5140,Proteobacteria,Ascomycota,137,840,1025,1050
Agrobacterium,No,Yes,No,Polychaeton,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,357,705561,Proteobacteria,Ascomycota,36,841,1025,1050
Agrobacterium,No,Yes,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,357,78156,Proteobacteria,Ascomycota,36,761,1025,1050
Agrococcus,No,Yes,No,Thelephora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,46352,56489,Actinobacteria,Basidiomycota,2,836,109,1052
Akkermansia,No,Yes,No,Cryptococcus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,239934,5206,Verrucomicrobia,Basidiomycota,595,842,1041,1052
Alcaligenes,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,507,4836,Proteobacteria,Mucoromycota,143,832,1025,1051
Alkalispirochaeta,No,Yes,No,Amanita,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,2024958,41955,Spirochaetes,Basidiomycota,596,684,1042,1052
Anaerovibrio,No,Yes,No,Cadophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,82373,210567,Firmicutes,Ascomycota,597,843,119,1050
Anaerovibrio,No,Yes,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,82373,79808,Firmicutes,Ascomycota,597,771,119,1050
Anaerovibrio,No,Yes,No,Guyanagaster,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,82373,866547,Firmicutes,Basidiomycota,597,830,119,1052
Anaerovibrio,No,Yes,No,Piromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,82373,4821,Firmicutes,Chytridiomycota,597,844,119,1054
Anaerovibrio,No,Yes,No,Rhizodiscina,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,82373,1504669,Firmicutes,Ascomycota,597,845,119,1050
Anaerovibrio,No,Yes,No,Trichosporon,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,82373,5552,Firmicutes,Basidiomycota,597,846,119,1052
Aquamicrobium,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,69278,4836,Proteobacteria,Mucoromycota,170,832,1025,1051
Arcanobacterium,No,Yes,No,Brettanomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28263,13366,Actinobacteria,Ascomycota,598,847,109,1050
Bacillus,No,Yes,No,Anomoporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,81039,Firmicutes,Basidiomycota,4,848,119,1052
Bacillus,No,Yes,No,Ascodesmis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,47182,Firmicutes,Ascomycota,4,849,119,1050
Bacillus,No,Yes,No,Bjerkandera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,5330,Firmicutes,Basidiomycota,4,850,119,1052
Bacillus,No,Yes,No,Brettanomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,13366,Firmicutes,Ascomycota,4,847,119,1050
Bacillus,No,Yes,No,Bulgaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,73171,Firmicutes,Ascomycota,4,851,119,1050
Bacillus,No,Yes,No,Cercospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,29002,Firmicutes,Ascomycota,4,821,119,1050
Bacillus,No,Yes,No,Chionosphaera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,54741,Firmicutes,Basidiomycota,4,852,119,1052
Bacillus,No,Yes,No,Delitschia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,100051,Firmicutes,Ascomycota,4,853,119,1050
Bacillus,No,Yes,No,Dissoconium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,112488,Firmicutes,Ascomycota,4,854,119,1050
Bacillus,No,Yes,No,Exserohilum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,91493,Firmicutes,Ascomycota,4,855,119,1050
Bacillus,No,Yes,No,Hanseniaspora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,29832,Firmicutes,Ascomycota,4,856,119,1050
Bacillus,No,Yes,No,Hydnopolyporus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,5318,Firmicutes,Basidiomycota,4,857,119,1052
Bacillus,No,Yes,No,Khuskia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,640721,Firmicutes,Ascomycota,4,858,119,1050
Bacillus,No,Yes,No,Loramyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,132172,Firmicutes,Ascomycota,4,859,119,1050
Bacillus,No,Yes,No,Melanomma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,45308,Firmicutes,Ascomycota,4,860,119,1050
Bacillus,No,Yes,No,Metschnikowia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,27320,Firmicutes,Porifera,4,861,119,1055
Bacillus,No,Yes,No,Mrakia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,29901,Firmicutes,Basidiomycota,4,862,119,1052
Bacillus,No,Yes,No,Ophiobolus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,45294,Firmicutes,Ascomycota,4,863,119,1050
Bacillus,No,Yes,No,Pezoloma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,186648,Firmicutes,Ascomycota,4,864,119,1050
Bacillus,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,4836,Firmicutes,Mucoromycota,4,832,119,1051
Bacillus,No,Yes,No,Plectania,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,36919,Firmicutes,Ascomycota,4,865,119,1050
Bacillus,No,Yes,No,Rhizopus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,4842,Firmicutes,Mucoromycota,4,718,119,1051
Bacillus,No,Yes,No,Serpula,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,80744,Firmicutes,Basidiomycota,4,866,119,1052
Bacillus,No,Yes,No,Tortispora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,1540147,Firmicutes,Ascomycota,4,867,119,1050
Bacillus,No,Yes,No,Xanthoria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1386,88741,Firmicutes,Ascomycota,4,837,119,1050
Bacteriovorax,No,Yes,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,146784,5635,Proteobacteria,Basidiomycota,599,802,1025,1052
Barnesiella,No,Yes,No,Fomitiporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,397864,167346,Bacteroidota,Basidiomycota,600,796,1028,1052
Bartonella,No,Yes,No,Cladophialophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,773,82105,Proteobacteria,Ascomycota,601,868,1025,1050
Bernardetia,No,Yes,No,Baudoinia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1937972,483074,Bacteroidota,Ascomycota,602,869,1028,1050
Bifidobacterium,No,Yes,No,Ascoidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1678,27308,Actinobacteria,Ascomycota,603,870,109,1050
Bifidobacterium,No,Yes,No,Cryptococcus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1678,5206,Actinobacteria,Basidiomycota,603,842,109,1052
Brachybacterium,No,Yes,No,Ascoidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,43668,27308,Actinobacteria,Ascomycota,199,870,109,1050
Bradyrhizobium,No,Yes,No,Chionosphaera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,54741,Proteobacteria,Basidiomycota,6,852,1025,1052
Bradyrhizobium,No,Yes,No,Cladophialophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,82105,Proteobacteria,Ascomycota,6,868,1025,1050
Bradyrhizobium,No,Yes,No,Coniella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,172190,Proteobacteria,Ascomycota,6,770,1025,1050
Bradyrhizobium,No,Yes,No,Coniochaeta,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,79808,Proteobacteria,Ascomycota,6,771,1025,1050
Bradyrhizobium,No,Yes,No,Coniophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,80635,Proteobacteria,Basidiomycota,6,871,1025,1052
Bradyrhizobium,No,Yes,No,Hortaea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,91942,Proteobacteria,Ascomycota,6,872,1025,1050
Bradyrhizobium,No,Yes,No,Khuskia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,640721,Proteobacteria,Ascomycota,6,858,1025,1050
Bradyrhizobium,No,Yes,No,Lentinellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,5354,Proteobacteria,Basidiomycota,6,873,1025,1052
Bradyrhizobium,No,Yes,No,Lineolata,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,578092,Proteobacteria,Ascomycota,6,874,1025,1050
Bradyrhizobium,No,Yes,No,Melanotaenium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,63260,Proteobacteria,Basidiomycota,6,875,1025,1052
Bradyrhizobium,No,Yes,No,Microdochium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,67608,Proteobacteria,Ascomycota,6,876,1025,1050
Bradyrhizobium,No,Yes,No,Naohidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,112071,Proteobacteria,Basidiomycota,6,877,1025,1052
Bradyrhizobium,No,Yes,No,Neurospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,5140,Proteobacteria,Ascomycota,6,840,1025,1050
Bradyrhizobium,No,Yes,No,Panellus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,5635,Proteobacteria,Basidiomycota,6,802,1025,1052
Bradyrhizobium,No,Yes,No,Umbelopsis,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,64561,Proteobacteria,Mucoromycota,6,738,1025,1051
Bradyrhizobium,No,Yes,No,Violaceomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,374,1749039,Proteobacteria,Basidiomycota,6,878,1025,1052
Brevibacterium,No,Yes,No,Ascoidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1696,27308,Actinobacteria,Ascomycota,201,870,109,1050
Brevibacterium,No,Yes,No,Cronartium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1696,27353,Actinobacteria,Basidiomycota,201,826,109,1052
Brevundimonas,No,Yes,No,Lophiostoma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,41275,45148,Proteobacteria,Ascomycota,7,879,1025,1050
Brucella,No,Yes,No,Trichoderma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,234,5543,Proteobacteria,Ascomycota,203,678,1025,1050
Burkholderia,No,Yes,No,Bipolaris,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,32008,33194,Proteobacteria,Ascomycota,40,825,1025,1050
Burkholderia,No,Yes,No,Fomitiporia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,32008,167346,Proteobacteria,Basidiomycota,40,796,1025,1052
Burkholderia,No,Yes,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,32008,78156,Proteobacteria,Ascomycota,40,761,1025,1050
Caldibacillus,No,Yes,No,Xanthoria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1276290,88741,Firmicutes,Ascomycota,208,837,119,1050
Caldicellulosiruptor,No,Yes,No,Cyberlindnera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,44000,604195,Firmicutes,Ascomycota,604,880,119,1050
Caldicellulosiruptor,No,Yes,No,Karstenula,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,44000,301203,Firmicutes,Ascomycota,604,881,119,1050
Caldicellulosiruptor,No,Yes,No,Ogataea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,44000,461281,Firmicutes,Ascomycota,604,882,119,1050
Caldicellulosiruptor,No,Yes,No,Plenodomus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,44000,118259,Firmicutes,Ascomycota,604,883,119,1050
Caldicoprobacter,No,Yes,No,Penicillium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,715222,5073,Firmicutes,Ascomycota,605,683,119,1050
Caldithrix,No,Yes,No,Bjerkandera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,187144,5330,Calditrichaeota,Basidiomycota,606,850,1045,1052
Caldithrix,No,Yes,No,Tortispora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,187144,1540147,Calditrichaeota,Ascomycota,606,867,1045,1050
Caldithrix,No,Yes,No,Xanthoria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,187144,88741,Calditrichaeota,Ascomycota,606,837,1045,1050
Calothrix,No,Yes,No,Gloeophyllum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1186,40443,Cyanobacteria,Basidiomycota,209,884,1030,1052
Candidatus Cardinium,No,Yes,No,Bjerkandera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,273135,5330,Bacteroidota,Basidiomycota,607,850,1028,1052
Candidatus Cardinium,No,Yes,No,Gloeophyllum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,273135,40443,Bacteroidota,Basidiomycota,607,884,1028,1052
Candidatus Pelagibacter,No,Yes,No,Curvularia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,198251,5502,Proteobacteria,Ascomycota,608,885,1025,1050
Caulobacter,No,Yes,No,Cladophialophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,75,82105,Proteobacteria,Ascomycota,216,868,1025,1050
Caulobacter,No,Yes,No,Fonsecaea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,75,40354,Proteobacteria,Ascomycota,216,886,1025,1050
Cellulosimicrobium,No,Yes,No,Brettanomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,13366,Actinobacteria,Ascomycota,218,847,109,1050
Cellulosimicrobium,No,Yes,No,Exserohilum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,91493,Actinobacteria,Ascomycota,218,855,109,1050
Cellulosimicrobium,No,Yes,No,Hanseniaspora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,29832,Actinobacteria,Ascomycota,218,856,109,1050
Cellulosimicrobium,No,Yes,No,Lipomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,29828,Actinobacteria,Ascomycota,218,887,109,1050
Cellulosimicrobium,No,Yes,No,Metschnikowia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,27320,Actinobacteria,Porifera,218,861,109,1055
Cellulosimicrobium,No,Yes,No,Pachysolen,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,4917,Actinobacteria,Ascomycota,218,888,109,1050
Cellulosimicrobium,No,Yes,No,Pichia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,4919,Actinobacteria,Ascomycota,218,889,109,1050
Cellulosimicrobium,No,Yes,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,78156,Actinobacteria,Ascomycota,218,761,109,1050
Cellulosimicrobium,No,Yes,No,Saccharomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,4930,Actinobacteria,Ascomycota,218,890,109,1050
Cellulosimicrobium,No,Yes,No,Saitoella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,5605,Actinobacteria,Ascomycota,218,891,109,1050
Cellulosimicrobium,No,Yes,No,Tortispora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,1540147,Actinobacteria,Ascomycota,218,867,109,1050
Cellulosimicrobium,No,Yes,No,Wickerhamomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,157920,599737,Actinobacteria,Ascomycota,218,892,109,1050
Chelatococcus,No,Yes,No,Mortierella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,28209,4855,Proteobacteria,Mucoromycota,221,700,1025,1051
Chromohalobacter,No,Yes,No,Ascoidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,42054,27308,Proteobacteria,Ascomycota,609,870,1025,1050
Chryseobacterium,No,Yes,No,Cronartium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,59732,27353,Bacteroidota,Basidiomycota,8,826,1028,1052
Chryseobacterium,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,59732,4836,Bacteroidota,Mucoromycota,8,832,1028,1051
Chryseobacterium,No,Yes,No,Plectosphaerella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,59732,40657,Bacteroidota,Ascomycota,8,740,1028,1050
Chryseobacterium,No,Yes,No,Thelephora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,59732,56489,Bacteroidota,Basidiomycota,8,836,1028,1052
Citrobacter,No,Yes,No,Lobaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,544,63752,Proteobacteria,Ascomycota,9,838,1025,1050
Cloacibacterium,No,Yes,No,Bipolaris,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,501783,33194,Bacteroidota,Ascomycota,233,825,1028,1050
Cloacibacterium,No,Yes,No,Cronartium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,501783,27353,Bacteroidota,Basidiomycota,233,826,1028,1052
Cloacibacterium,No,Yes,No,Macrolepiota,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,501783,34435,Bacteroidota,Basidiomycota,233,798,1028,1052
Clostridioides,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1870884,4836,Firmicutes,Mucoromycota,610,832,119,1051
Clostridium,No,Yes,No,Phycomyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1485,4836,Firmicutes,Mucoromycota,10,832,119,1051
Coleofasciculus,No,Yes,No,Cryptococcus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,669368,5206,Cyanobacteria,Basidiomycota,611,842,1030,1052
Coleofasciculus,No,Yes,No,Dioszegia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,669368,165440,Cyanobacteria,Basidiomycota,611,893,1030,1052
Comamonas,No,Yes,No,Scytinostroma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,283,68782,Proteobacteria,Basidiomycota,11,823,1025,1052
Commensalibacter,No,Yes,No,Erysiphe,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1079922,5121,Proteobacteria,Ascomycota,612,894,1025,1050
Conexibacter,No,Yes,No,Lobaria,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,191494,63752,Actinobacteria,Ascomycota,235,838,109,1050
Corynebacterium,No,Yes,No,Ascoidea,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1716,27308,Actinobacteria,Ascomycota,12,870,109,1050
Corynebacterium,No,Yes,No,Bipolaris,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1716,33194,Actinobacteria,Ascomycota,12,825,109,1050
Corynebacterium,No,Yes,No,Cronartium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1716,27353,Actinobacteria,Basidiomycota,12,826,109,1052
Corynebacterium,No,Yes,No,Lindra,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1716,45815,Actinobacteria,Ascomycota,12,895,109,1050
Corynebacterium,No,Yes,No,Tulasnella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,1716,5240,Actinobacteria,Basidiomycota,12,820,109,1052
Coxiella,No,Yes,No,Pseudogymnoascus,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,776,78156,Proteobacteria,Ascomycota,237,761,1025,1050
Cryptosporangium,No,Yes,No,Baudoinia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,65502,483074,Actinobacteria,Ascomycota,613,869,109,1050
Cupriavidus,No,Yes,No,Neurospora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,106589,5140,Proteobacteria,Ascomycota,242,840,1025,1050
Curtobacterium,No,Yes,No,Piromyces,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,2034,4821,Actinobacteria,Chytridiomycota,13,844,109,1054
Curvibacter,No,Yes,No,Antrodia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,40415,Proteobacteria,Basidiomycota,99,896,1025,1052
Curvibacter,No,Yes,No,Aulographum,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,1176129,Proteobacteria,Ascomycota,99,897,1025,1050
Curvibacter,No,Yes,No,Backusella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,64649,Proteobacteria,Mucoromycota,99,898,1025,1051
Curvibacter,No,Yes,No,Calocera,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,29888,Proteobacteria,Basidiomycota,99,899,1025,1052
Curvibacter,No,Yes,No,Cylindrobasidium,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,139105,Proteobacteria,Basidiomycota,99,900,1025,1052
Curvibacter,No,Yes,No,Dendrothele,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,139111,Proteobacteria,Basidiomycota,99,901,1025,1052
Curvibacter,No,Yes,No,Lepidopterella,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,561967,Proteobacteria,Ascomycota,99,902,1025,1050
Curvibacter,No,Yes,No,Lichtheimia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,688353,Proteobacteria,Mucoromycota,99,903,1025,1051
Curvibacter,No,Yes,No,Melanomma,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,45308,Proteobacteria,Ascomycota,99,860,1025,1050
Curvibacter,No,Yes,No,Onnia,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,167359,Proteobacteria,Basidiomycota,99,904,1025,1052
Curvibacter,No,Yes,No,Peniophora,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,40463,Proteobacteria,Basidiomycota,99,831,1025,1052
Curvibacter,No,Yes,No,Polychaeton,https://doi.org/10.1038/s42003-021-02693-y,Widespread bacterial diversity within the bacteriome of fungi,281915,705561,Proteobacteria,Ascomycota,99,841,1025,1050
